order_no,order_date,ship_date,ship_delay_days,customer_name,address,city,state,customer_type,account_manager,order_priority,product_name,product_category,product_container,ship_mode,order_quantity,cost_price,retail_price,discount_pct,shipping_cost,sub_total,discount_amount,order_total,total,cogs,gross_profit,profit_after_shipping,sub_total_raw,discount_amount_raw,order_total_raw,total_raw,order_year,order_month,order_quarter,q_ship_before_order,q_discount_pct_bad,q_sub_total_mismatch,q_discount_amount_mismatch,q_order_total_mismatch,q_total_mismatch,q_profit_margin_mismatch
5661-1,2014-10-20,2014-10-22,2,George Ashbrook,"506 Swan Street,Richmond",Melbourne,VIC,Consumer,Connor Betts,Critical,TechSavi Access Keyboard,Office Supplies,Wrap Bag,Regular Air,50,10.07,15.98,9.0,4.0,799.0,71.91,727.09,731.09,503.5,223.59000000000003,219.59000000000003,607.24,60.72,546.52,553.02,2014,10,4,False,False,True,True,True,True,False
5661-1,2014-10-22,2014-10-23,1,George Ashbrook,"506 Swan Street,Richmond",Melbourne,VIC,Small Business,Connor Betts,High,TechSavi Access Keyboard,Technology,Small Box,Regular Air,23,8.31,15.98,10.0,6.5,367.54,36.754000000000005,330.786,337.286,191.13000000000002,139.65599999999998,133.15599999999998,607.24,60.72,536.52,553.02,2014,10,4,False,False,True,True,True,True,False
5661-1,2014-10-27,2014-10-31,4,Mike Gockenbach,"180 High Street,Windsor",Melbourne,VIC,Corporate,Connor Betts,Medium,Artisan Hi-Liter Pen Style Six-Color Fluorescent Set,Office Supplies,Small Box,Regular Air,21,2.16,3.85,2.0,0.7,80.85000000000001,1.6170000000000002,79.233,79.933,45.36,33.873000000000005,33.173,38.5,2.31,36.19,36.89,2014,10,4,False,False,True,True,True,True,False
5661-1,2013-10-13,2013-10-14,1,Sheri Gordon,"152 Bunnerong Road,Eastgardens",Sydney,NSW,Corporate,Tina Carlton,Critical,Smiths Metal Binder Clips,Office Supplies,Wrap Bag,Regular Air,40,1.6,2.62,9.0,0.8,104.80000000000001,9.432,95.36800000000001,96.168,64.0,31.36800000000001,30.56800000000001,36.92,0.36,36.52,37.82,2013,10,4,False,False,True,True,True,True,False
5662-1,2014-09-04,2014-09-05,1,Aaron Bergman,"Westfield Sydney,Sydney",Sydney,NSW,Home Office,Natasha Song,Not Specified,Binding Machine Supplies,Office Supplies,Small Box,Regular Air,33,18.38,29.17,9.0,6.27,962.61,86.6349,875.9751,882.2451,606.54,269.43510000000003,263.16510000000005,130.55,1.31,129.24,143.46,2014,9,3,False,False,True,True,True,True,False
5662-1,2016-01-28,2016-01-29,1,Sean ODonnell,"541 Church St ,Richmond",Melbourne,VIC,Corporate,Yvette Biti,Critical,PastelOcean Color Pencil Set,Technology,Small Box,Regular Air,44,11.11,19.84,3.0,4.1,872.96,26.1888,846.7712,850.8712,488.84,357.93120000000005,353.8312,732.04,50.36,663.56,654.74,2016,1,1,False,False,True,True,True,True,False
5663-1,2014-10-21,2014-10-21,0,Philip Brown,"499-501 Lygon Street,Carlton North",Melbourne,VIC,Small Business,Yvette Biti,High,Artisan Hi-Liter Smear-Safe Highlighters,Office Supplies,Small Box,Express Air,18,2.98,5.84,3.0,0.83,105.12,3.1536,101.96640000000001,102.7964,53.64,48.32640000000001,47.49640000000001,374.44,0.0,374.44,377.56,2014,10,4,False,False,True,True,True,True,False
5663-1,2014-10-21,2014-10-22,1,Lindsay Shagiari,"5/250 Old Northern Road ,Castle Hill",Sydney,NSW,Home Office,Nicholas Fernandes,High,Artisan Hi-Liter Fluorescent Desk Style Markers,Office Supplies,Small Box,Regular Air,30,1.76,3.38,9.0,0.85,101.39999999999999,9.126,92.27399999999999,93.12399999999998,52.8,39.47399999999999,38.62399999999999,374.44,0.0,374.44,377.56,2014,10,4,False,False,True,True,True,True,False
5663-1,2014-10-21,2014-10-22,1,Roger Demir,"181 Enmore Rd,Enmore",Sydney,NSW,Consumer,Radhya Staples,High,"Artisan Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack",Office Supplies,Wrap Bag,Regular Air,43,4.48,8.14,6.0,3.12,350.02000000000004,21.0012,329.01880000000006,332.13880000000006,192.64000000000001,136.37880000000004,133.25880000000004,374.44,0.0,374.44,377.56,2014,10,4,False,False,True,True,True,True,False
5663-1,2014-10-21,2014-10-21,0,Philip Brown,"499-501 Lygon Street,Carlton North",Melbourne,VIC,Home Office,Yvette Biti,Low,Artisan Hanging File Binders,Office Supplies,Wrap Bag,Regular Air,48,3.65,5.98,10.0,1.49,287.04,28.704000000000004,258.336,259.826,175.2,83.13600000000002,81.64600000000003,374.44,0.0,374.44,377.56,2014,10,4,False,False,True,True,True,True,False
5663-1,2014-11-03,2014-11-04,1,Robert Barroso,"163 Concord Road,North Strathfield",Sydney,NSW,Small Business,Charlie Bui,Critical,Artisan Heavy-Duty EZD  Binder With Locking Rings,Office Supplies,Small Box,Regular Air,42,3.52,5.58,7.0,2.99,234.36,16.405200000000004,217.9548,220.94480000000001,147.84,70.1148,67.12480000000001,374.44,0.0,374.44,377.56,2014,11,4,False,False,True,True,True,True,False
5663-1,2014-11-03,2014-11-07,4,Pete Armstrong,"506 Swan Street,Richmond",Melbourne,VIC,Small Business,Connor Betts,Medium,Artisan Hole Reinforcements,Office Supplies,Wrap Bag,Regular Air,31,3.99,6.23,0.0,6.97,193.13000000000002,0.0,193.13000000000002,200.10000000000002,123.69000000000001,69.44000000000001,62.47000000000001,374.44,0.0,374.44,377.56,2014,11,4,False,False,True,False,True,True,False
5665-1,2015-07-19,2015-07-20,1,Laura Armstrong,"240-242 Johnston Street,Fitzroy",Melbourne,VIC,Corporate,Connor Betts,Low,Artisan Hi-Liter Smear-Safe Highlighters,Office Supplies,Wrap Bag,Express Air,42,2.98,5.84,8.0,0.83,245.28,19.6224,225.6576,226.48760000000001,125.16,100.4976,99.66760000000001,110.76,8.36,101.26,102.92,2015,7,3,False,False,True,True,True,True,False
5665-1,2014-10-08,2014-10-10,2,Christopher Schild,"4A Lyons St,Strathfield",Sydney,NSW,Corporate,Tina Carlton,Critical,"Artisan Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack",Office Supplies,Small Box,Regular Air,28,4.48,8.14,8.0,3.12,227.92000000000002,18.233600000000003,209.68640000000002,212.80640000000002,125.44000000000001,84.24640000000001,81.1264,46.48,1.62,46.0,46.71,2014,10,4,False,False,True,True,True,True,False
5666-1,2014-11-01,2014-11-03,2,John Murray,"Sydney Fish Market, Bank Street, Sydney",Sydney,NSW,Small Business,Phoebe Gour,Not Specified,Ames Color-File Green Diamond Border X-ray Mailers,Technology,Small Box,Regular Air,33,52.07,83.98,8.0,5.01,2771.34,221.70720000000003,2549.6328000000003,2554.6428000000005,1718.31,831.3228000000004,826.3128000000004,2015.52,100.78,1914.74,1919.75,2014,11,4,False,False,True,True,True,True,False
5667-1,2015-05-12,2015-05-14,2,Sean ODonnell,"541 Church St ,Richmond",Melbourne,VIC,Corporate,Yvette Biti,Not Specified,Artisan Hanging File Binders,Office Supplies,Small Box,Express Air,8,3.65,5.98,5.0,1.49,47.84,2.3920000000000003,45.448,46.938,29.2,16.248,14.758000000000001,177.5,0.0,177.04,177.24,2015,5,2,False,False,True,True,True,True,False
5670-1,2014-10-26,2014-10-27,1,Catherine Glotzbach,"127 Liverpool St,Sydney",Sydney,NSW,Small Business,Samantha Chairs,Medium,Artisan Hanging File Binders,Office Supplies,Wrap Bag,Regular Air,10,3.65,5.98,5.0,1.49,59.800000000000004,2.99,56.81,58.300000000000004,36.5,20.310000000000002,18.820000000000004,113.62,1.14,112.48,113.97,2014,10,4,False,False,True,True,True,True,False
5670-1,2015-08-26,2015-08-27,1,Edward Becker,"501 George St,Sydney",Sydney,NSW,Small Business,Samantha Chairs,Low,Artisan Hanging File Binders,Technology,Jumbo Drum,Delivery Truck,18,3.65,5.98,9.0,1.49,107.64000000000001,9.687600000000002,97.95240000000001,99.4424,65.7,32.25240000000001,30.76240000000001,119.35,4.36,112.48,113.97,2015,8,3,False,False,True,True,True,True,False
5670-1,2014-07-23,2014-07-24,1,Philip Brown,"499-501 Lygon Street,Carlton North",Melbourne,VIC,Consumer,Yvette Biti,Low,Artisan Hi-Liter Pen Style Six-Color Fluorescent Set,Office Supplies,Wrap Bag,Regular Air,41,2.16,3.85,5.0,0.7,157.85,7.8925,149.95749999999998,150.65749999999997,88.56,61.39749999999998,60.69749999999998,127.12,15.71,112.48,113.97,2014,7,3,False,False,True,True,True,True,False
5671-1,2014-10-28,2014-10-29,1,Eugene Moren,"2/797 Botany Rd,Rosebery",Sydney,NSW,Corporate,Samantha Chairs,Critical,"TypeRight  Top-Opening Peel & Seel Envelopes, Plain White",Office Supplies,Small Box,Regular Air,39,16.85,27.18,7.0,8.23,1060.02,74.2014,985.8186,994.0486,657.1500000000001,328.66859999999986,320.43859999999984,1014.71,91.32,923.39,928.89,2014,10,4,False,False,True,True,True,True,False
5671-1,2014-10-27,2014-10-31,4,Mike Gockenbach,"180 High Street,Windsor",Melbourne,VIC,Small Business,Connor Betts,Medium,Steady Liquid Accent Tank-Style Highlighters,Office Supplies,Small Box,Regular Air,23,1.31,2.84,6.0,0.93,65.32,3.9191999999999996,61.4008,62.330799999999996,30.130000000000003,31.270799999999994,30.340799999999994,38.5,2.31,36.19,36.83,2014,10,4,False,False,True,True,True,True,False
5672-1,2014-10-20,2014-10-22,2,Marc Crier,"Westfield Sydney,Sydney",Sydney,NSW,Small Business,Natasha Song,Low,"TypeRight  Top-Opening Peel & Seel Envelopes, Plain White",Office Supplies,Small Box,Regular Air,21,16.85,27.18,4.0,8.23,570.78,22.8312,547.9488,556.1788,353.85,194.09879999999998,185.8688,1014.71,91.32,923.39,928.89,2014,10,4,False,False,True,True,True,True,False
5672-1,2014-05-25,2014-05-29,4,Clytie Kelty,"7 Khartoum Rd,Macquarie Park",Sydney,NSW,Corporate,Preston Senome,Not Specified,HFX LaserJet 3310 Copier,Office Supplies,Small Box,Regular Air,8,377.99,599.99,5.0,24.49,4799.92,239.996,4559.924,4584.414,3023.92,1536.004,1511.514,21149.53,2114.95,11074.68,11118.97,2014,5,2,False,False,True,True,True,True,False
5674-1,2014-09-27,2014-09-27,0,Naresj Patel,"106 Ebley Street,Bondi Junction",Sydney,NSW,Corporate,Leighton Forrest,High,Smiths SlimLine Pencil Sharpener,Office Supplies,Small Box,Regular Air,3,4.79,11.97,8.0,5.81,35.910000000000004,2.8728000000000002,33.037200000000006,38.84720000000001,14.370000000000001,18.667200000000005,12.857200000000006,275.31,2.75,272.56,278.37,2014,9,3,False,False,True,True,True,True,False
5674-1,2014-10-29,2014-10-31,2,Brendan Murry,"2/797 Botany Rd,Rosebery",Sydney,NSW,Corporate,Samantha Chairs,Critical,Smiths SlimLine Pencil Sharpener,Office Supplies,Small Box,Regular Air,11,4.79,11.97,8.0,5.81,131.67000000000002,10.533600000000002,121.13640000000001,126.94640000000001,52.69,68.44640000000001,62.63640000000001,275.31,2.75,272.56,278.37,2014,10,4,False,False,True,True,True,True,False
5674-1,2014-09-25,2014-09-26,1,Frank Merwin,"24 Addison Rd,Marrickville",Sydney,NSW,Small Business,Radhya Staples,High,"Laser Neon Mac Format Diskettes, 10/Pack",Office Supplies,Small Box,Regular Air,30,1.87,8.12,3.0,2.83,243.59999999999997,7.307999999999999,236.29199999999997,239.12199999999999,56.1,180.19199999999998,177.36199999999997,38.86,2.35,36.16,36.73,2014,9,3,False,False,True,True,True,True,False
5674-1,2014-10-29,2014-10-31,2,Brendan Murry,"2/797 Botany Rd,Rosebery",Sydney,NSW,Consumer,Samantha Chairs,Not Specified,Smiths SlimLine Pencil Sharpener,Office Supplies,Small Box,Regular Air,37,4.79,11.97,3.0,5.81,442.89000000000004,13.286700000000002,429.60330000000005,435.41330000000005,177.23,252.37330000000006,246.56330000000005,275.31,2.75,272.56,278.37,2014,10,4,False,False,True,True,True,True,False
5675-1,2013-06-29,2013-06-09,-20,Cyma Kinney,"Sydney Fish Market, Bank Street, Sydney",Sydney,NSW,Small Business,Phoebe Gour,Critical,Apex Preferred Stainless Steel Scissors,Office Supplies,Small Pack,Regular Air,16,2.5,5.68,4.0,3.6,90.88,3.6351999999999998,87.2448,90.84479999999999,40.0,47.2448,43.6448,365.52,2.65,547.25,552.32,2013,6,2,True,False,True,True,True,True,False
5676-1,2015-05-31,2015-06-05,5,Lauren Leatherbury,"Westfield 1 Anderson St,Chatswood",Sydney,NSW,Corporate,Nicholas Fernandes,Low,Colored Envelopes,Technology,Small Box,Regular Air,50,2.25,3.69,0.0,2.5,184.5,0.0,184.5,187.0,112.5,72.0,69.5,47.6,0.6,45.3,46.09,2015,5,2,False,False,True,True,True,True,False
5676-1,2014-11-01,2014-11-03,2,John Murray,"Sydney Fish Market, Bank Street, Sydney",Sydney,NSW,Corporate,Phoebe Gour,Medium,Ames Color-File Green Diamond Border X-ray Mailers,Office Supplies,Small Box,Regular Air,42,52.07,83.98,6.0,5.01,3527.1600000000003,211.6296,3315.5304,3320.5404000000003,2186.94,1128.5904,1123.5804,2015.52,100.78,1914.74,1919.75,2014,11,4,False,False,True,True,True,True,False
5676-1,2014-11-01,2014-11-03,2,John Murray,"Sydney Fish Market, Bank Street, Sydney",Sydney,NSW,Consumer,Phoebe Gour,Critical,Ames Color-File Green Diamond Border X-ray Mailers,Office Supplies,Small Pack,Regular Air,33,52.07,83.98,5.0,5.01,2771.34,138.567,2632.773,2637.7830000000004,1718.31,914.4630000000002,909.4530000000002,2015.52,100.78,1914.74,1919.75,2014,11,4,False,False,True,True,True,True,False
5676-1,2014-10-08,2014-10-10,2,Christopher Schild,"4A Lyons St,Strathfield",Sydney,NSW,Home Office,Tina Carlton,Medium,Artisan Binder Labels,Office Supplies,Small Box,Regular Air,8,2.45,3.89,7.0,7.01,31.12,2.1784000000000003,28.9416,35.9516,19.6,9.3416,2.3316,12.22,1.22,11.0,13.75,2014,10,4,False,False,True,True,True,True,False
5676-1,2013-08-02,2013-08-04,2,Chuck Magee,"1-2/299 Sussex St,Sydney",Sydney,NSW,Corporate,Aanya Zhang,Critical,"Angle-D Binders with Locking Rings, Label Holders",Office Supplies,Wrap Bag,Express Air,1,4.53,7.3,1.0,7.72,7.3,0.073,7.226999999999999,14.947,4.53,2.696999999999999,-5.023000000000001,228.0,2.15,213.81,230.9,2013,8,3,False,False,True,True,True,True,False
5677-1,2014-11-02,2014-11-04,2,Lindsay Shagiari,"5/250 Old Northern Road,Castle Hill",Sydney,NSW,Corporate,Nicholas Fernandes,Low,Security-Tint Envelopes,Technology,Small Box,Regular Air,34,4.89,7.64,10.0,1.39,259.76,25.976,233.784,235.17399999999998,166.26,67.524,66.134,91.68,1.83,89.85,91.24,2014,11,4,False,False,True,True,True,True,False
5679-1,2014-06-29,2014-06-29,0,Christine Abelman,"Sydney Fish Market, Bank Street, Sydney",Sydney,NSW,Corporate,Phoebe Gour,Medium,EcoTones Memo Sheets,Office Supplies,Small Pack,Regular Air,8,2.52,4.0,3.0,1.3,32.0,0.96,31.04,32.339999999999996,20.16,10.879999999999999,9.579999999999998,128.0,11.52,116.48,117.78,2014,6,2,False,False,True,True,True,True,False
5680-1,2014-11-03,2014-11-05,2,Lindsay Shagiari,"5/250 Old Northern Road ,Castle Hill",Sydney,NSW,Corporate,Nicholas Fernandes,Low,TechSavi Internet Navigator Keyboard,Office Supplies,Small Box,Regular Air,44,6.51,30.98,1.0,6.5,1363.1200000000001,13.631200000000002,1349.4888,1355.9888,286.44,1063.0488,1056.5488,371.76,0.0,371.76,378.26,2014,11,4,False,False,True,True,True,True,False
5680-1,2014-05-09,2014-05-09,0,Yana Moren,"53-55 Liverpool St,Sydney",Sydney,NSW,Consumer,Tina Carlton,Medium,Economy Rollaway Files,Office Supplies,Small Box,Regular Air,19,67.73,165.2,0.0,19.99,3138.7999999999997,0.0,3138.7999999999997,3158.7899999999995,1286.8700000000001,1851.9299999999996,1831.9399999999996,8752.32,83.21,7060.0,7719.02,2014,5,2,False,False,True,True,True,True,False
5680-1,2014-01-24,2014-01-26,2,Helen Andreada,"470 Anzac Parade,Kingsford",Sydney,NSW,Corporate,Tina Carlton,Medium,Cando S750 Color Inkjet Printer,Office Supplies,Small Box,Regular Air,24,75.0,120.97,5.0,26.3,2903.2799999999997,145.164,2758.116,2784.416,1800.0,958.116,931.816,1559.87,62.39,1497.88,4027.97,2014,1,1,False,False,True,True,True,True,False
5681-1,2014-11-07,2014-11-09,2,Ritsa Hightower,"1/160 Anzac Parade,Kensington",Sydney,NSW,Consumer,Natasha Song,Medium,HFX LaserJet 331 Colored Pencils,Technology,Small Box,Regular Air,23,4.37,9.11,10.0,2.25,209.52999999999997,20.953,188.57699999999997,190.82699999999997,100.51,88.06699999999996,85.81699999999996,24599.59,1721.97,22877.62,22902.11,2014,11,4,False,False,True,True,True,True,False
5681-1,2014-11-07,2014-11-09,2,Ritsa Hightower,"1/160 Anzac Parade,Kensington",Sydney,NSW,Corporate,Natasha Song,Not Specified,HFX LaserJet 3310 Copier,Technology,Small Box,Regular Air,44,377.99,599.99,6.0,24.49,26399.56,1583.9736,24815.5864,24840.0764,16631.56,8184.026399999999,8159.536399999999,24599.59,1721.97,22877.62,22902.11,2014,11,4,False,False,True,True,True,True,False
5681-1,2013-10-05,2013-10-07,2,Neil Knudson,"4A Lyons St,Strathfield",Sydney,NSW,Consumer,Tina Carlton,High,Smiths SlimLine Pencil Sharpener,Office Supplies,Wrap Bag,Regular Air,43,4.79,11.97,3.0,5.81,514.71,15.4413,499.2687,505.0787,205.97,293.29870000000005,287.48870000000005,255.88,25.76,231.72,226.03,2013,10,4,False,False,True,True,True,True,False
5682-1,2014-11-10,2014-11-12,2,Toby Carlisle,"6/15 Cross Street,Double Bay",Sydney,NSW,Home Office,Leighton Forrest,Low,HFX LaserJet 3310 Copier,Technology,Small Box,Regular Air,30,377.99,599.99,8.0,24.49,17999.7,1439.976,16559.724000000002,16584.214000000004,11339.7,5220.024000000001,5195.5340000000015,11999.8,839.99,11159.81,11184.3,2014,11,4,False,False,True,True,True,True,False
5682-1,2013-03-30,2013-03-31,1,Justin Knight,"Macquarie Centre Cnr Herring Road & Waterloo Road,Macquarie Park",Sydney,NSW,Corporate,Nicholas Fernandes,High,"Creator Anti Dust Chalk, 12/Pack",Office Supplies,Small Box,Regular Air,2,1.09,1.82,8.0,1.0,3.64,0.2912,3.3488,4.348800000000001,2.18,1.1688,0.16880000000000006,5.32,0.16,5.34,4.67,2013,3,1,False,False,True,True,True,True,False
5682-1,2015-10-09,2015-10-11,2,Janet Lee,"Hoyts Entertainment Quarter 122 Lang Road,Moore Park",Sydney,NSW,Corporate,Tina Carlton,Medium,Adesso Programmable 142-Key Keyboard,Technology,Large Box,Express Air,41,32.02,152.48,7.0,4.0,6251.679999999999,437.6176,5814.0624,5818.0624,1312.8200000000002,4501.242399999999,4497.242399999999,1305.29,55.2,1072.28,1042.31,2015,10,4,False,False,True,True,True,True,False
5684-1,2014-11-11,2014-11-12,1,Liz Carlisle,"2/797 Botany Rd,Rosebery",Sydney,NSW,Home Office,Samantha Chairs,Critical,Smiths Pushpins,Technology,Medium Box,Regular Air,8,0.94,1.88,9.0,0.79,15.04,1.3536,13.686399999999999,14.476399999999998,7.52,6.166399999999999,5.376399999999999,67.68,6.77,60.91,61.7,2014,11,4,False,False,True,True,True,True,False
5684-1,2014-11-11,2014-11-12,1,Greg Hansen,"221 Barkly St,St Kilda",Melbourne,VIC,Small Business,Yvette Biti,Not Specified,Smiths General Use 3-Ring Binders,Technology,Jumbo Drum,Delivery Truck,6,1.18,1.88,7.0,1.49,11.28,0.7896000000000001,10.4904,11.9804,7.08,3.410399999999999,1.9203999999999992,67.68,6.77,60.91,61.7,2014,11,4,False,False,True,True,True,True,False
5684-1,2014-11-11,2014-11-12,1,Greg Hansen,"221 Barkly St,St Kilda",Melbourne,VIC,Consumer,Yvette Biti,Medium,Bagged Rubber Bands,Technology,Small Box,Regular Air,12,0.24,1.26,0.0,0.7,15.120000000000001,0.0,15.120000000000001,15.82,2.88,12.240000000000002,11.540000000000003,67.68,6.77,60.91,61.7,2014,11,4,False,False,True,True,True,True,False
5686-1,2014-03-12,2014-03-13,1,Matt Collister,"99 Glebe Point Rd,Glebe",Sydney,NSW,Small Business,Natasha Song,High,"TypeRight  Top-Opening Peel & Seel Envelopes, Plain White",Office Supplies,Small Box,Regular Air,2,16.85,27.18,5.0,8.23,54.36,2.718,51.641999999999996,59.872,33.7,17.941999999999993,9.711999999999993,1146.32,0.0,1154.0,1194.5,2014,3,1,False,False,True,True,True,True,False
5686-1,2014-11-01,2014-11-03,2,John Murray,"Sydney Fish Market, Bank Street, Sydney",Sydney,NSW,Corporate,Phoebe Gour,Medium,Adesso Programmable 142-Key Keyboard,Office Supplies,Small Box,Regular Air,13,32.02,152.48,10.0,4.0,1982.2399999999998,198.224,1784.0159999999998,1788.0159999999998,416.26000000000005,1367.7559999999999,1363.7559999999999,2017.52,100.88,1924.74,1911.71,2014,11,4,False,False,False,True,True,True,False
5687-1,2013-05-23,2013-05-24,1,Jim Kriz,"85-113 Dunning Ave,Roseberry",Sydney,NSW,Home Office,Mihael Khan,High,Artisan Arch Ring Binders,Office Supplies,Wrap Bag,Regular Air,6,36.02,58.1,3.0,1.49,348.6,10.458,338.142,339.632,216.12,122.02199999999999,120.532,437.2,0.0,434.9,400.2,2013,5,2,False,False,True,True,True,True,False
5687-1,2014-07-22,2014-07-24,2,Gene Hale,"1/173-179 Bronte Rd,Waverley",Sydney,NSW,Corporate,Leighton Forrest,Low,Binder Clips by OIC,Office Supplies,Small Pack,Regular Air,50,0.93,1.48,8.0,0.7,74.0,5.92,68.08,68.78,46.5,21.58,20.88,41.64,1.66,39.78,40.48,2014,7,3,False,False,True,True,True,True,False
5687-1,2014-11-17,2014-11-19,2,Giulietta Weimer,"48 Albion St,Surry Hills",Sydney,NSW,Corporate,Natasha Song,Not Specified,Binder Clips by OIC,Office Supplies,Small Box,Regular Air,1,0.93,1.48,8.0,0.7,1.48,0.1184,1.3616,2.0616,0.93,0.4315999999999999,-0.2684000000000001,41.44,1.66,39.78,40.48,2014,11,4,False,False,True,True,True,True,False
5688-1,2014-12-27,2014-12-29,2,Todd Boyes,"Westfield Miranda, 600 Kingsway,Miranda",Sydney,NSW,Home Office,Preston Senome,High,Alto Perma 2700 Stacking Storage Drawers,Office Supplies,Small Box,Regular Air,3,8.92,29.74,0.0,6.64,89.22,0.0,89.22,95.86,26.759999999999998,62.46,55.82,111.94,3.86,919.22,916.24,2014,12,4,False,False,True,True,True,True,False
5689-1,2014-10-20,2014-10-22,2,George Ashbrook,"506 Swan Street,Richmond",Melbourne,VIC,Small Business,Connor Betts,Critical,Alto Perma 2700 Stacking Storage Drawers,Office Supplies,Small Box,Regular Air,8,8.92,29.74,0.0,6.64,237.92,0.0,237.92,244.55999999999997,71.36,166.56,159.92000000000002,565.06,56.51,508.55,515.12,2014,10,4,False,False,True,True,True,True,False
5690-1,2013-08-09,2013-08-13,4,Tony Sayre,"499-501 Lygon Street,Carlton North",Melbourne,VIC,Consumer,Yvette Biti,Medium,Economy Rollaway Files,Office Supplies,Wrap Bag,Regular Air,35,67.73,165.2,7.0,19.99,5782.0,404.74000000000007,5377.26,5397.25,2370.55,3006.71,2986.7200000000003,7599.2,789.92,7447.22,7467.21,2013,8,3,False,False,True,True,True,True,False
5690-1,2014-11-19,2014-11-21,2,Brendan Murry,"797 Botany Rd,Rosebery",Sydney,NSW,Small Business,Phoebe Gour,High,Economy Rollaway Files,Office Supplies,Small Box,Regular Air,10,67.73,165.2,6.0,19.99,1652.0,99.11999999999999,1552.88,1572.8700000000001,677.3000000000001,875.58,855.59,7599.2,151.98,7447.22,7467.21,2014,11,4,False,False,True,True,True,True,False
5691-1,2015-03-16,2015-03-16,0,Harold Pawlan,"180 High Street,Windsor",Melbourne,VIC,Consumer,Connor Betts,Critical,Apex Forged Steel Scissors with Black Enamel Handles,Office Supplies,Small Box,Regular Air,34,4.1,9.31,3.0,3.98,316.54,9.4962,307.04380000000003,311.02380000000005,139.39999999999998,167.64380000000006,163.66380000000007,257.04,0.0,255.64,266.73,2015,3,1,False,False,True,True,True,True,False
5691-1,2013-03-11,2013-03-13,2,Art Foster,"Westfield Parramatta,Parramatta",Sydney,NSW,Corporate,Stevie Bacata,High,TechSavi Access Keyboard,Office Supplies,Small Box,Regular Air,43,8.31,15.98,8.0,6.5,687.14,54.9712,632.1688,638.6688,357.33000000000004,274.8388,268.3388,131.04,3.57,127.42,126.73,2013,3,1,False,False,True,True,True,True,False
5691-1,2015-05-20,2015-05-22,2,Allen Armold,"224A Gertrude St,Fitzroy",Melbourne,VIC,Small Business,Connor Betts,Low,Artisan Durable Binders,Office Supplies,Wrap Bag,Express Air,5,1.84,2.88,9.0,1.49,14.399999999999999,1.2959999999999998,13.104,14.594,9.200000000000001,3.903999999999998,2.413999999999998,85.24,3.37,85.87,88.28,2015,5,2,False,False,True,True,True,True,False
5693-1,2014-11-22,2014-11-22,0,Julia Barnett,"2a/285A Crown St,Surry Hills",Sydney,NSW,Corporate,Phoebe Gour,Low,"Artisan Flip-Chart Easel Binder, Black",Office Supplies,Wrap Bag,Regular Air,39,13.88,22.38,5.0,15.1,872.8199999999999,43.641,829.179,844.279,541.32,287.8589999999999,272.7589999999999,223.8,2.24,221.56,236.66,2014,11,4,False,False,True,True,True,True,False
5693-1,2014-11-22,2014-11-22,0,Julia Barnett,"2a/285A Crown St,Surry Hills",Sydney,NSW,Home Office,Phoebe Gour,High,"Artisan Flip-Chart Easel Binder, Black",Office Supplies,Small Pack,Regular Air,23,13.88,22.38,9.0,15.1,514.74,46.3266,468.4134,483.51340000000005,319.24,149.17340000000002,134.07340000000002,223.8,2.24,221.56,236.66,2014,11,4,False,False,True,True,True,True,False
5693-1,2013-08-03,2013-08-04,1,Diza Ken Reitt,"412 Brunswick St,Fitzroy",Melbourne,VIC,Small Business,Connor Betts,Medium,Artisan Arch Ring Binders,Office Supplies,Small Box,Regular Air,34,36.02,58.1,7.0,1.49,1975.4,138.27800000000002,1837.122,1838.612,1224.68,612.442,610.952,223.8,2.24,221.56,236.66,2013,8,3,False,False,True,True,True,True,False
5693-1,2014-11-22,2014-11-22,0,Julia Barnett,"2a/285A Crown St,Surry Hills",Sydney,NSW,Home Office,Phoebe Gour,High,"Artisan Flip-Chart Easel Binder, Black",Technology,Small Box,Regular Air,29,13.88,22.38,6.0,15.1,649.02,38.941199999999995,610.0788,625.1788,402.52000000000004,207.55879999999996,192.45879999999997,223.8,2.24,221.56,236.66,2014,11,4,False,False,True,True,True,True,False
5693-1,2014-11-22,2014-11-22,0,Julia Barnett,"2a/285A Crown St,Surry Hills",Sydney,NSW,Home Office,Phoebe Gour,High,"Artisan Flip-Chart Easel Binder, Black",Technology,Medium Box,Regular Air,7,13.88,22.38,3.0,15.1,156.66,4.6998,151.9602,167.06019999999998,97.16000000000001,54.800199999999975,39.700199999999974,223.8,2.24,221.56,236.66,2014,11,4,False,False,True,True,True,True,False
5693-1,2014-09-03,2014-09-05,2,Charlotte Melson,"211/25-29 Dixon St,Haymarket",Sydney,NSW,Small Business,Preston Senome,Medium,Smiths Bulldog Clip,Office Supplies,Small Pack,Regular Air,22,2.31,3.78,7.0,0.71,83.16,5.8212,77.33879999999999,78.04879999999999,50.82,26.51879999999999,25.80879999999999,101.06,0.0,110.76,111.3,2014,9,3,False,False,True,True,True,True,False
