order_no,order_date,ship_date,customer_name,product_name,q_ship_before_order,q_discount_pct_bad,q_sub_total_mismatch,q_discount_amount_mismatch,q_order_total_mismatch,q_total_mismatch,q_profit_margin_mismatch
5906-1,2015-05-20,2015-05-23,Mike Kennedy,Artisan Durable Binders,False,False,True,True,True,True,False
5906-1,2013-03-21,2013-03-28,Thaas Sissman,Artisan Binder Labels,False,False,True,True,True,True,False
5907-1,2014-06-25,2014-06-26,Valerie Dominguez,Apex Box Cutter Scissors,False,False,True,True,True,True,False
5907-1,2015-09-11,2015-09-02,Katherine Ducich,Pizazz Colored Pencils,True,False,True,True,True,True,False
5907-1,2015-05-22,2015-05-24,Thomas Boland,"Smiths Pen Style Liquid Stix; Assorted (yellow, pink, green, blue, orange), 5/Pack",False,False,True,True,True,True,False
5907-1,2015-05-20,2015-05-22,Allen Armold,Lumi Crayons,False,False,True,True,True,True,False
5907-1,2013-10-13,2013-10-13,Sylvia Foulston,Artisan 479 Labels,False,False,True,True,True,True,False
5908-1,2015-05-20,2015-05-21,Alan Shonely,UGen RF Keyboard,False,False,True,True,True,True,False
5909-1,2015-05-22,2015-05-24,Thomas Boland,Smiths Bulldog Clip,False,False,True,False,True,True,False
5909-1,2015-05-22,2015-05-24,Thomas Boland,Smiths Bulldog Clip,False,False,True,True,True,True,False
5909-1,2015-05-22,2015-05-24,Thomas Boland,Smiths Bulldog Clip,False,False,True,True,True,True,False
5909-1,2015-05-22,2015-05-24,Thomas Boland,Smiths Bulldog Clip,False,False,True,True,True,True,False
5909-1,2015-05-22,2015-05-24,Thomas Boland,Smiths Bulldog Clip,False,False,True,True,True,True,False
5909-1,2015-05-22,2015-05-24,Thomas Boland,Smiths Bulldog Clip,False,False,True,True,True,True,False
5911-1,2013-09-05,2013-09-07,Karl Brown,Steady Liquid Accent Tank-Style Highlighters,False,False,True,True,True,True,False
5911-1,2013-05-09,2013-05-10,Liz Pelletier,"Steady EarthWrite Recycled Pencils, Medium Soft, #2",False,False,True,True,True,True,False
5911-1,2013-08-10,2013-08-15,Valerie Dominguez,Adesso Programmable 142-Key Keyboard,False,False,True,True,True,True,False
5911-1,2015-05-24,2015-05-25,Maurice Satty,Steady Pocket Accent Highlighters,False,False,True,True,True,True,False
5911-1,2014-11-22,2014-11-23,Ale Hulle,Steady Pocket Accent Highlighters,False,False,True,True,True,True,False
5911-1,2015-05-24,2015-05-25,Maurice Satty,"Steady EarthWrite Recycled Pencils, Medium Soft, #2",False,False,True,True,True,True,False
5911-1,2015-06-13,2015-06-16,Rick Hansen,TechSavi Access Keyboard,False,False,True,True,True,True,False
5911-1,2013-05-19,2013-05-20,Nara Carroll,Artisan Hole Reinforcements for Hole-Punch Pages,False,False,True,True,True,True,False
5912-1,2013-07-21,2013-07-23,Adam Shillingsburg,Smiths Metal Binder Clips,False,False,True,True,True,True,False
5913-1,2014-08-27,2014-10-02,Cindy Chapman,Artisan 481 Labels,False,False,True,True,True,True,False
5913-1,2015-03-15,2015-03-17,Carlos Soltero,Steady Major Accent Highlighters,False,False,True,True,True,True,False
5913-1,2014-07-15,2014-07-17,Bobby Odegard,"Steady EarthWrite Recycled Pencils, Medium Soft, #2",False,False,True,True,True,True,False
5913-1,2015-05-24,2015-05-28,Mike Gockenbach,"Message Book, One Form per Page",False,False,True,True,True,True,False
5913-1,2015-05-24,2015-05-26,Mike Gockenbach,Steady Major Accent Highlighters,False,False,True,True,True,True,False
5914-1,2013-08-12,2013-08-14,Dave Poirier,Multimedia Mailers,False,False,True,True,True,True,False
5914-1,2013-02-18,2013-02-20,Sean Wendt,3Max Organizer Strips,False,False,True,True,True,True,False
5914-1,2015-05-29,2015-05-31,Cindy Schnelling,12 Colored Short Pencils,False,False,True,True,True,True,False
5914-1,2013-05-05,2013-05-06,Christopher Schild,12 Colored Short Pencils,False,False,True,True,True,True,False
5916-1,2015-04-04,2015-04-05,Carol Triggs,Smiths Bulldog Clip,False,False,True,True,True,True,False
5916-1,2015-05-15,2015-05-17,Penelope Sewall,Col-Eucess Memo Sheets,False,False,True,True,True,True,False
5916-1,2013-02-11,2013-02-12,Claire Good,Apex Preferred Stainless Steel Scissors,False,False,True,True,True,True,False
5916-1,2014-05-20,2014-05-21,Thomas Boland,Artisan Printable Repositionable Plastic Tabs,False,False,True,True,True,True,False
5916-1,2014-08-07,2014-08-09,John Lucas,Artisan 481 Labels,False,False,True,True,True,True,False
5917-1,2015-01-13,2015-01-15,Max Jones,Apex Preferred Stainless Steel Scissors,False,False,True,True,True,True,False
5917-1,2015-05-28,2015-05-29,Lynn Smith,12 Colored Short Pencils,False,False,True,True,True,True,False
5918-1,2014-08-11,2014-08-12,Benjamin Patterson,Artisan Binder Labels,False,False,True,True,True,True,False
5918-1,2015-01-12,2015-01-13,Jenna Caffey,"Wirebound Message Book, 4 per Page",False,False,True,True,True,True,False
5919-1,2014-04-07,2014-04-07,Mike Kennedy,"Smiths Pen Style Liquid Stix; Assorted (yellow, pink, green, blue, orange), 5/Pack",False,False,True,True,True,True,False
5919-1,2015-08-15,2015-08-17,Jim Kriz,Apiman Suite,False,False,True,True,True,True,False
5920-1,2015-06-28,2015-06-30,Joseph Airdo,Artisan Poly Binder Pockets,False,False,True,True,True,True,False
5922-1,2013-06-03,2013-06-05,Nathan Mautz,TypeRight Side-Opening Peel & Seel Expanding Envelopes,False,False,True,True,True,True,False
5924-1,2014-01-10,2014-01-11,Anne Pryor,Colored Envelopes,False,False,True,True,True,True,False
5925-1,2015-05-31,2015-06-05,Lauren Leatherbury,Multimedia Mailers,False,False,True,True,True,True,False
5925-1,2013-05-04,2013-05-06,Lynn Smith,Artisan 48 Labels,False,False,True,True,True,True,False
5925-1,2017-01-30,2017-01-02,Julia Barnett,Laser DVD-RAM discs,True,False,True,True,True,True,False
5925-1,2015-05-31,2015-06-05,Lauren Leatherbury,Multimedia Mailers,False,False,True,True,True,True,False
5925-1,2016-02-12,2016-02-13,Alejandro Ballentine,"Laser Neon Mac Format Diskettes, 10/Pack",False,False,True,True,True,True,False
5925-1,2015-03-22,2015-03-23,Tom Ashbrook,EcoTones Memo Sheets,False,False,True,True,True,True,False
5925-1,2014-07-26,2014-08-02,Victoria Wilson,Bagged Rubber Bands,False,False,True,True,True,True,False
5926-1,2013-07-29,2013-07-30,Nick Zandusky,Artisan 479 Labels,False,False,True,True,True,True,False
5926-1,2013-10-05,2013-10-07,Neil Knudson,Steady Liquid Accent Tank-Style Highlighters,False,False,True,True,True,True,False
5926-1,2015-06-04,2015-06-05,Nora Paige,Artisan Binder Labels,False,False,True,True,True,True,False
5926-1,2013-06-30,2013-07-04,Mitch Gastineau,Steady Liquid Accent Tank-Style Highlighters,False,False,True,True,True,True,False
5926-1,2014-04-07,2014-04-09,Harold Dahlen,Smiths Colored Interoffice Envelopes,False,False,True,True,True,True,False
5927-1,2013-09-09,2013-09-10,Liz Price,Smiths Metal Binder Clips,False,False,True,True,True,True,False
5927-1,2015-07-25,2015-07-26,Annie Thurman,Smiths Standard Envelopes,False,False,True,True,True,True,False
5927-1,2015-06-01,2015-06-06,Nathan Mautz,Apex Box Cutter Scissors,False,False,True,True,True,True,False
5928-1,2013-08-02,2013-08-04,Liz Pelletier,Apex Elite Stainless Steel Scissors,False,False,True,True,True,True,False
5929-1,2015-07-12,2015-07-14,Bryan Spruell,Artisan 479 Labels,False,False,True,True,True,True,False
5929-1,2013-03-16,2013-03-20,Christina Vanderzanden,Artisan 481 Labels,False,False,True,True,True,True,False
5930-1,2015-05-08,2015-05-12,Michelle Moray,HFX LaserJet 3310 Copier,False,False,True,True,True,True,False
5930-1,2015-06-08,2015-06-09,Jack OBriant,HFX LaserJet 3310 Copier,False,False,True,True,True,True,False
5930-1,2015-06-08,2015-06-09,Jack OBriant,HFX LaserJet 3310 Copier,False,False,True,True,True,True,False
5931-1,2015-06-14,2015-06-15,Annie Cyprus,Assorted Color Push Pins,False,False,True,True,True,True,False
5931-1,2014-05-03,2014-05-07,Liz Willingham,Colored Envelopes,False,False,True,True,True,True,False
5932-1,2015-06-10,2015-06-14,Liz MacKendrick,Smiths Standard Envelopes,False,False,True,True,True,True,False
5932-1,2013-09-17,2013-09-19,Marina Lichtenstein,Apex Design Stainless Steel Bent Scissors,False,False,True,True,True,True,False
5932-1,2015-06-10,2015-06-14,Liz MacKendrick,Smiths Standard Envelopes,False,False,False,True,True,True,False
5932-1,2015-05-29,2015-05-31,Cindy Schnelling,Artisan Hi-Liter Fluorescent Desk Style Markers,False,False,True,True,True,True,False
5932-1,2015-06-10,2015-06-12,Alan Schoenberger,Smiths Standard Envelopes,False,False,True,True,True,True,False
5932-1,2015-06-08,2015-06-09,Jack OBriant,HFX LaserJet 3310 Copier,False,False,True,True,True,True,False
5932-1,2015-06-04,2015-06-05,Nora Paige,Smiths SlimLine Pencil Sharpener,False,False,True,True,True,True,False
5932-1,2013-08-09,2013-08-16,Aaron Bergman,Steady Liquid Accent Tank-Style Highlighters,False,False,True,True,True,True,False
5932-1,2015-06-10,2015-06-14,Liz MacKendrick,Smiths Standard Envelopes,False,False,True,True,True,True,False
5933-1,2015-06-11,2015-06-11,Tamara Chand,Apex Office Executive Series Stainless Steel Trimmers,False,False,True,True,True,True,False
5933-1,2014-05-03,2014-05-07,Liz Willingham,Apex Office Executive Series Stainless Steel Trimmers,False,False,True,True,True,True,False
5933-1,2014-10-11,2014-10-11,Arthur Prichep,Beekin 6 Outlet Metallic Surge Strip,False,False,True,True,True,True,False
5933-1,2015-05-30,2016-05-30,Emily Grady,Steady Major Accent Highlighters,False,False,True,True,True,True,False
5934-1,2013-07-16,2013-07-16,Rob Haberlin,Alto Memo Cubes,False,False,True,True,True,True,False
5934-1,2015-02-03,2015-03-02,Tom Stivers,Alto Memo Cubes,False,False,True,True,True,True,False
5935-1,2015-06-11,2015-06-13,Charles Crestani,Steady Pocket Accent Highlighters,False,False,True,True,True,True,False
5935-1,2013-07-04,2013-07-06,Tracy Poddars,Smiths General Use 3-Ring Binders,False,False,True,True,True,True,False
5935-1,2013-11-09,2013-11-09,Toby Knight,Alto Memo Cubes,False,False,True,True,True,True,False
5936-1,2013-03-30,2013-03-31,Justin Knight,Smiths General Use 3-Ring Binders,False,False,True,True,True,True,False
5936-1,2013-08-09,2013-08-13,Tony Sayre,"Alto Parchment Paper, Assorted Colors",False,False,True,True,True,True,False
5936-1,2015-02-02,2015-02-12,Allen Armold,Smiths Colored Interoffice Envelopes,False,False,True,True,True,True,False
5936-1,2015-11-28,2015-11-30,Dennis Bolton,Steady Major Accent Highlighters,False,False,True,True,True,True,False
5936-1,2015-12-31,2016-01-01,Matt Collister,TechSavi Access Keyboard,False,False,True,True,True,True,False
5936-1,2015-02-18,2015-02-20,Jeremy Pistek,Smiths Standard Envelopes,False,False,True,True,True,True,False
5937-1,2013-05-04,2013-05-06,Lynn Smith,Apex Box Cutter Scissors,False,False,True,True,True,True,False
5937-1,2015-11-01,2015-11-01,Michael Oakman,Apex Box Cutter Scissors,False,False,True,True,True,True,False
5937-1,2015-06-13,2015-06-16,Rick Hansen,Aluminum Document Frame,False,False,True,True,True,True,False
5937-1,2015-06-13,2015-06-16,Rick Hansen,Aluminum Document Frame,False,False,True,True,True,True,False
5937-1,2015-06-13,2015-06-16,Rick Hansen,Aluminum Document Frame,False,False,True,True,True,True,False
5937-1,2015-06-13,2015-06-16,Rick Hansen,Aluminum Document Frame,False,False,True,True,True,True,False
5937-1,2015-06-13,2015-06-16,Rick Hansen,Aluminum Document Frame,False,False,True,True,True,True,False
5937-1,2015-06-13,2015-06-16,Rick Hansen,Aluminum Document Frame,False,False,True,True,True,True,False
5937-1,2015-06-13,2015-06-16,Rick Hansen,Aluminum Document Frame,False,False,False,True,False,False,False
5938-1,2015-05-24,2015-05-25,Maurice Satty,Steady Liquid Accent Tank-Style Highlighters,False,False,True,True,True,True,False
5938-1,2015-06-13,2015-06-16,Rick Hansen,Aluminum Document Frame,False,False,True,True,True,True,False
5938-1,2014-10-02,2014-10-03,Sanjit Jacobs,UGen Ultra Cordless Optical Suite,False,False,True,True,True,True,False
5938-1,2015-06-14,2015-06-15,Annie Cyprus,Steady Liquid Accent Tank-Style Highlighters,False,False,True,True,True,True,False
5938-1,2015-06-14,2015-06-15,Annie Cyprus,Steady Liquid Accent Tank-Style Highlighters,False,False,True,True,True,True,False
5938-1,2014-01-14,2014-01-16,Nat Gilpin,Apex Preferred Stainless Steel Scissors,False,False,True,True,True,True,False
5938-1,2015-02-04,2015-02-06,Brad Thomas,Adesso Programmable 142-Key Keyboard,False,False,True,True,True,True,False
5939-1,2015-06-20,2015-06-22,Richard Bierner,"Alto Parchment Paper, Assorted Colors",False,False,True,True,True,True,False
5939-1,2015-02-02,2015-02-13,Carlos Soltero,Multimedia Mailers,False,False,True,True,True,True,False
5939-1,2013-10-21,2013-10-23,Amy Cox,Artisan 474 Labels,False,False,True,True,True,True,False
5939-1,2015-06-20,2015-06-22,Richard Bierner,Alto 3-Hole Punch,False,False,True,True,True,True,False
5939-1,2015-06-20,2015-06-22,Richard Bierner,"Alto Parchment Paper, Assorted Colors",False,False,True,True,True,True,False
5941-1,2015-03-04,2015-03-06,Tracy Poddar,Apex Preferred Stainless Steel Scissors,False,False,True,False,True,True,False
5941-1,2015-06-11,2015-06-11,Tamara Chand,Artisan 48 Labels,False,False,False,True,True,True,False
5941-1,2013-03-30,2013-03-31,Justin Knight,Artisan 474 Labels,False,False,True,True,True,True,False
5941-1,2014-06-29,2014-06-30,Daniel Byrd,Copacres Pencils,False,False,True,True,True,True,False
5942-1,2015-06-25,2015-06-25,Denise Monton,12 Colored Short Pencils,False,False,True,True,True,True,False
5942-1,2013-08-29,2013-09-03,Nancy Lomonaco,Apex Office Executive Series Stainless Steel Trimmers,False,False,True,True,True,True,False
5942-2,2015-06-25,2015-06-27,Pete Armstrong,TechSavi Cordless Elite Duo,False,False,True,True,True,True,False
5943-1,2015-06-25,2015-06-27,Denise Monton,12 Colored Short Pencils,False,False,True,True,True,True,False
5943-1,2016-05-29,2016-05-30,Peter Buhler,Multimedia Mailers,False,False,True,True,True,True,False
5943-1,2013-07-26,2013-07-28,Charles Sheldon,Artisan 48 Labels,False,False,True,True,True,True,False
5943-1,2015-05-11,2015-05-13,Bill Stewart,Artisan 474 Labels,False,False,True,True,True,True,False
5943-1,2015-06-25,2015-06-25,Denise Monton,12 Colored Short Pencils,False,False,True,True,True,True,False
5943-1,2015-06-27,2015-06-29,Stefania Perrino,12 Colored Short Pencils,False,False,True,True,True,True,False
5943-1,2015-06-25,2015-06-27,Denise Monton,12 Colored Short Pencils,False,False,True,True,True,True,False
5943-1,2015-06-27,2015-06-29,Stefania Perrino,12 Colored Short Pencils,False,False,True,True,True,True,False
5943-1,2015-06-21,2015-06-23,Erica Bern,Colored Envelopes,False,False,True,True,True,True,False
5943-1,2015-06-25,2015-06-27,Denise Monton,12 Colored Short Pencils,False,False,True,True,True,True,False
5943-1,2015-06-25,2015-06-27,Denise Monton,12 Colored Short Pencils,False,False,True,True,True,True,False
5943-1,2013-07-24,2013-07-26,Karl Brown,Apex Preferred Stainless Steel Scissors,False,False,True,True,True,True,False
5943-1,2015-06-25,2015-06-27,Denise Monton,12 Colored Short Pencils,False,False,True,True,True,True,False
5943-1,2015-06-25,2015-06-25,Denise Monton,12 Colored Short Pencils,False,False,True,True,True,True,False
5943-1,2015-06-26,2015-06-29,Aleksandra Gannaway,12 Colored Short Pencils,False,False,True,True,True,True,False
5943-1,2015-06-25,2015-06-27,Denise Monton,12 Colored Short Pencils,False,False,True,True,True,True,False
5943-2,2015-06-25,2015-06-27,Denise Monton,TechSavi Cordless Elite Duo,False,False,True,True,True,True,False
5943-2,2015-06-25,2015-06-27,Denise Monton,TechSavi Cordless Access Keyboard,False,False,True,True,True,True,False
5943-2,2015-06-26,2015-06-29,Denise Monton,TechSavi Cordless Access Keyboard,False,False,True,True,True,True,False
5943-2,2015-06-25,2015-06-29,Dennis Kenery,TechSavi Internet Navigator Keyboard,False,False,True,True,True,True,False
5943-2,2015-06-25,2015-06-27,Denise Monton,TechSavi Cordless Access Keyboard,False,False,True,True,True,True,False
5943-2,2015-06-25,2015-06-27,Denise Monton,TechSavi Cordless Elite Duo,False,False,True,True,True,True,False
5944-1,2015-06-26,2015-06-27,Dorgin Lygon,Smiths General Use 3-Ring Binders,False,False,True,True,True,True,False
5944-1,2015-06-25,2015-06-26,Beth Paige,Smiths General Use 3-Ring Binders,False,False,True,True,True,True,False
5944-1,2015-03-25,2015-03-27,Ed Braxton,Alto Memo Cubes,False,False,True,True,True,True,False
5944-1,2015-06-25,2015-06-27,Denise Monton,186 Digital Answering Machine,False,False,True,True,True,True,False
5944-1,2015-06-25,2015-06-26,Beth Paige,Smiths General Use 3-Ring Binders,False,False,True,True,True,True,False
5944-1,2015-06-25,2015-06-26,Beth Paige,Smiths General Use 3-Ring Binders,False,False,True,True,True,True,False
5944-1,2015-06-25,2015-06-26,Beth Paige,Smiths General Use 3-Ring Binders,False,False,True,True,True,True,False
5944-1,2015-07-04,2015-07-05,Creian DeCherney,Artisan 474 Labels,False,False,True,True,True,True,False
5944-1,2017-01-24,2017-01-26,Ken Heidel,Smiths General Use 3-Ring Binders,False,False,True,True,True,True,False
5944-1,2015-06-25,2015-06-26,Beth Paige,Smiths General Use 3-Ring Binders,False,False,True,True,True,True,False
5944-1,2013-07-24,2013-07-26,Karl Brown,Aluminum Document Frame,False,False,True,True,True,True,False
5945-1,2013-08-02,2013-08-04,Chuck Magee,Artisan Legal 4-Ring Binder,False,False,True,True,True,True,False
5945-1,2013-07-15,2013-07-16,Karl Brown,"Alto Parchment Paper, Assorted Colors",False,False,True,True,True,True,False
5945-1,2015-02-18,2015-02-19,Sandra Glassco,Artisan 474 Labels,False,False,True,True,True,True,False
5945-1,2014-09-07,2014-09-09,Eugene Moren,Alto 3-Hole Punch,False,False,True,True,True,True,False
5946-1,2013-05-19,2013-05-20,Grant Carroll,"Artisan Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack",False,False,True,True,True,True,False
5946-1,2015-02-02,2015-02-03,Paul Knutson,Beekin 105-Key Black Keyboard,False,False,True,True,True,True,False
5947-1,2015-08-23,2015-08-30,Fred McMath,Artisan Hanging File Binders,False,False,True,True,True,True,False
5947-1,2015-06-27,2015-06-29,Stefania Perrino,Artisan Hanging File Binders,False,False,True,True,True,True,False
5947-1,2015-06-27,2015-06-29,Stefania Perrino,Artisan Hanging File Binders,False,False,True,True,True,True,False
5947-1,2015-05-08,2015-05-12,Michelle Moray,Artisan 478 Labels,False,False,True,True,True,True,True
5947-1,2015-03-06,2015-03-07,Trudy Brown,OIC Thumb-Tacks,False,False,True,True,True,True,False
5947-1,2015-04-18,2015-04-19,Linda Southworth,"Alto Parchment Paper, Assorted Colors",False,False,True,True,True,True,False
5947-1,2015-07-27,2015-08-01,Michael Oakman,Artisan Legal 4-Ring Binder,False,False,True,True,True,True,False
5948-1,2013-05-05,2013-05-16,Denny Ordway,Artisan Round Ring Poly Binders,False,False,True,True,True,True,False
5949-1,2015-03-03,2015-03-01,Anne McFarland,Artisan 487 Labels,True,False,True,True,True,True,False
5949-1,2014-10-23,2014-10-25,Caroline Jumper,Alto Perma 3000 Stacking Storage Drawers,False,False,True,True,True,True,False
5949-1,2013-09-17,2013-09-18,Alex Busser,Artisan 474 Labels,False,False,True,True,True,True,False
5949-1,2015-06-27,2015-06-27,Arianne Irving,Pizazz Drawing Pencil Set,False,False,True,True,True,True,False
5950-1,2015-06-08,2015-06-09,Jack OBriant,HFX LaserJet 3310 Copier,False,False,True,True,True,True,False
5950-1,2014-04-07,2014-04-09,Harold Dahlen,Smiths Bulldog Clip,False,False,True,True,True,True,False
5950-1,2013-05-22,2013-05-23,Thais Sissman,"Alto Parchment Paper, Assorted Colors",False,False,True,True,True,True,False
5951-1,2016-09-20,2016-09-20,Matthew Clasen,Steady Liquid Accent Tank-Style Highlighters,False,False,True,True,True,True,False
5951-1,2015-06-27,2015-06-29,Lauren Leatherbury,Self-Adhesive Ring Binder Labels,False,False,True,True,True,True,False
5951-1,2015-04-04,2015-04-05,Michael Paige,Artisan Durable Binders,False,False,True,True,True,True,False
5952-1,2015-06-28,2015-06-29,Max Engle,Artisan Hanging File Binders,False,False,False,True,True,True,False
5952-1,2013-05-02,2013-05-03,Nat Carroll,Smiths General Use 3-Ring Binders,False,False,True,True,True,True,False
5952-1,2013-09-27,2013-10-29,Dan Campbell,"Artisan Hi-Liter Bluorescent Highlighter, Yellow Ink",False,False,True,True,True,True,False
5952-1,2014-08-26,2014-08-26,Valerie Dominguez,Artisan Binder Labels,False,False,True,True,True,True,False
5953-1,2015-06-28,2015-06-30,Joseph Airdo,Alto Memo Cubes,False,False,True,True,True,True,False
5953-1,2015-02-18,2015-02-19,Sandra Glassco,Steady Liquid Accent Highlighters,False,False,True,True,True,True,False
5953-1,2013-08-29,2013-09-03,Nancy Lomonaco,Lumi Crayons,False,False,True,True,True,True,False
5953-1,2015-05-03,2015-05-05,Suzanne McNair,Smiths Metal Binder Clips,False,False,True,True,True,True,False
5953-1,2013-03-15,2013-03-16,Michael Grace,Smiths Fold Paper Clips,False,False,True,True,True,True,False
5953-1,2013-08-05,2013-08-16,Aaron Bergman,"Alto Parchment Paper, Assorted Colors",False,False,True,True,True,True,False
5954-1,2015-04-18,2015-04-19,Philip Brown,Alto Memo Cubes,False,False,True,True,True,True,False
5955-1,2013-08-01,2013-08-11,Jim Kriz,Apex Straight Scissors,False,False,True,True,True,True,False
5955-1,2013-03-21,2013-03-28,Thais Sissman,Alto Memo Cubes,False,False,True,True,True,True,False
5955-1,2015-06-29,2015-07-03,Michelle Huthwaite,Artisan 479 Labels,False,False,True,True,True,True,False
5957-1,2014-10-11,2014-10-15,Ritsa Hightower,"DrawIt Colored Pencils, 48-Color Set",False,False,True,True,True,True,False
5957-1,2013-12-30,2013-12-31,Duane Huffman,Aluminum Document Frame,False,False,True,True,True,True,False
5957-1,2015-02-18,2015-02-19,Sandra Glassco,Alto 3-Hole Punch,False,False,True,True,True,True,False
5957-1,2014-09-10,2014-09-12,Victoria Pisteka,Smiths Bulldog Clip,False,False,True,True,True,True,False
5957-1,2014-09-10,2014-09-12,Victoria Pisteka,Smiths Bulldog Clip,False,False,True,True,True,True,False
5957-1,2015-04-13,2015-04-14,Alejandro Grove,Smiths Bulldog Clip,False,False,True,True,True,True,False
5957-1,2014-10-09,2014-10-09,Trudy Bell,Apex Box Cutter Scissors,False,False,True,True,True,True,False
5957-1,2015-07-27,2015-07-31,Michael Oakman,Pizazz Drawing Pencil Set,False,False,True,True,True,True,False
5958-1,2013-12-19,2013-12-21,Joy Smith,"Alto Parchment Paper, Assorted Colors",False,False,True,True,True,True,False
5958-1,2013-08-28,2013-08-01,Jiel Smearn,Alto Memo Cubes,True,False,True,True,True,True,False
5958-2,2013-03-13,2013-03-13,Miran Jacobs,Barrel Sharpener,False,False,True,True,True,True,False
5959-1,2014-04-07,2014-04-09,Harold Dahlen,Artisan 478 Labels,False,False,True,True,True,True,False
5959-1,2015-07-26,2015-07-26,Carl Jackson,Artisan 487 Labels,False,False,True,True,True,True,False
5959-1,2015-06-28,2015-06-30,Joseph Airdo,Artisan 488 Labels,False,False,True,True,True,True,False
5959-1,2014-09-10,2014-09-12,Victoria Pisteka,Artisan 487 Labels,False,False,True,True,True,True,False
5960-1,2017-02-03,2017-02-05,Alex Russell,Alto Memo Cubes,False,False,True,True,True,True,False
5960-1,2013-07-17,2013-07-17,Pauline Webber,Economy Binders,False,False,True,True,True,True,False
5960-1,2015-07-02,2015-07-04,Karen Ferguson,PastelOcean Color Pencil Set,False,False,True,True,True,True,False
5960-1,2014-10-15,2014-10-19,Vicky Freymann,Smiths Standard Envelopes,False,False,True,True,True,True,False
5961-1,2014-12-01,2014-12-05,Ritsa Hightower,Bagged Rubber Bands,False,False,True,True,True,True,False
5961-1,2014-11-03,2014-11-07,Pete Armstrong,Alto Perma 2700 Stacking Storage Drawers,False,False,True,True,True,True,False
5962-1,2013-09-23,2013-09-24,Bord Bath,Beekin 105-Key Black Keyboard,False,False,True,True,True,True,False
5962-1,2015-03-18,2015-03-18,Thais Sissman,Artisan File Folder Labels,False,False,True,True,True,True,False
5963-1,2015-05-08,2015-05-12,Michelle Moray,Apex Straight Scissors,False,False,True,True,True,True,False
5963-1,2015-05-08,2015-05-12,Michelle Moray,"Message Book, One Form per Page",False,False,True,True,True,True,False
5963-1,2013-10-28,2013-10-29,Toby Knight,Artisan Legal 4-Ring Binder,False,False,True,True,True,True,False
5963-1,2015-05-29,2015-05-31,Cindy Schnelling,Smiths General Use 3-Ring Binders,False,False,True,True,True,True,False
5964-1,2014-02-15,2014-02-20,Yana Sorensen,Apex Straight Scissors,False,False,True,False,True,True,False
5964-1,2015-06-14,2015-06-15,Sean ODonnell,Artisan Arcent Highlighters,False,False,True,True,True,True,False
5964-1,2015-07-04,2015-07-05,Patrick Ryan,Artisan Hi-Liter Fluorescent Desk Style Markers,False,False,True,True,True,True,False
5965-1,2015-07-05,2015-07-07,Larry Tron,1726 Digital Answering Machine,False,False,True,False,True,True,False
5965-1,2015-07-05,2015-07-07,Larry Tron,1726 Digital Answering Machine,False,False,True,True,True,True,False
5965-1,2015-07-05,2015-07-07,Larry Tron,1726 Digital Answering Machine,False,False,True,True,True,True,False
5965-1,2013-07-29,2013-07-30,Nick Zandusky,Smiths SlimLine Pencil Sharpener,False,False,True,True,True,True,False
5965-1,2015-07-05,2015-07-07,Larry Tron,1726 Digital Answering Machine,False,False,True,True,True,True,False
5965-1,2013-10-01,2013-10-02,John Dryer,"Artisan Hi-Liter Comfort Grip Fluorescent Highlighter, Yellow Ink",False,False,True,False,True,True,False
5965-1,2015-07-05,2015-07-07,Larry Tron,1726 Digital Answering Machine,False,False,True,True,True,True,False
5965-1,2015-07-05,2015-07-07,Larry Tron,1726 Digital Answering Machine,False,False,True,True,True,True,False
5965-1,2014-12-28,2014-12-28,Tim Taslimi,1726 Digital Answering Machine,False,False,True,True,True,True,False
5965-1,2015-07-05,2015-07-07,Larry Tron,1726 Digital Answering Machine,False,False,True,True,True,True,False
5965-1,2015-07-05,2015-07-07,Larry Tron,1726 Digital Answering Machine,False,False,True,True,True,True,False
5967-1,2014-02-08,2014-02-15,Julia Dunbar,Artisan Poly Binder Pockets,False,False,True,True,True,True,False
5967-1,2015-07-09,2015-07-10,Keith Dawkins,"3Max Polarizing Task Lamp with Clamp Arm, Light Gray",False,False,True,True,True,True,False
5967-1,2015-07-09,2015-07-10,Keith Dawkins,"3Max Polarizing Task Lamp with Clamp Arm, Light Gray",False,False,True,True,True,True,False
5968-1,2014-07-22,2014-07-24,Gene Hale,Smiths General Use 3-Ring Binders,False,False,True,True,True,True,False
5968-1,2017-01-30,2017-02-02,Rick Hansen,Multimedia Mailers,False,False,True,True,True,True,False
5969-1,2015-07-12,2015-07-14,Bryan Spruell,Beekin 6 Outlet Metallic Surge Strip,False,False,True,True,True,True,False
5969-1,2015-07-12,2015-07-14,Bryan Spruell,Brown Kraft Recycled Envelopes,False,False,True,True,True,True,False
5969-1,2015-07-12,2015-07-14,Bryan Spruell,Brown Kraft Recycled Envelopes,False,False,True,True,True,True,False
5969-1,2015-07-12,2015-07-14,Bryan Spruell,Brown Kraft Recycled Envelopes,False,False,True,True,True,True,False
5969-1,2015-07-12,2015-07-14,Bryan Spruell,Brown Kraft Recycled Envelopes,False,False,True,True,True,True,False
5969-1,2015-07-12,2015-07-14,Bryan Spruell,Brown Kraft Recycled Envelopes,False,False,True,True,True,True,False
5969-1,2015-07-12,2015-07-14,Bryan Spruell,Brown Kraft Recycled Envelopes,False,False,True,True,True,True,False
